num_of_items,oclc identifier,source institution identifier,source,title,imprint,copyright statuses of publications in series,publication date range,enumerations,earliest publication,latest publication,all publication dates
1,29752749,003013054,mdp,"Labyrinths of prosperity : economic follies, democratic remedies / Reuven Brenner.","University of Michigan Press, c1994.",ic,,,1994,1994,
1,9632383,002487249,mdp,"Complete denture prosthodontics / Brien R. Lang, William C. Godwin.","School of Dentistry, University of Michigan, c1976.",ic,,,1976,1976,
1,406702,b16818610x,uc1,"Russia and the Soviet Union, a modern history.",University of Michigan Press [1958],pd,,,1958,1958,
32,local (non-oclc): .b170372881,.b170372881,uc1,The Michigan mathematical journal.,"University of Michigan Press, 1952-",ic,1954-1998,"1, 3, 5-7, 9-21, 23-28, 36, 38, and 40-45",1954,1998,
1,6788558,000718554,mdp,"Effective meetings : improving group decision-making / John E. Tropman, with the assistance of Bronwyn Mills.","Published in cooperation with the Continuing Education Program in the Human Services of the University of Michigan School of Social Work [by] Sage Publications, c1980.",ic,,,1980,1980,
1,33162564,003326489,mdp,"They came to Japan : an anthology of European reports on Japan, 1543-1640 / edited by Michael Cooper.","Center for Japanese Studies, University of Michigan, 1995.",ic,,,1995,1995,
1,6434262,.b121207122,uc2,"Principles of economics, by F. M. Taylor, PH. D.","University of Michigan, 1913.",pd,,,1913,1913,
1,60856627,005555350,mdp,"Integrating practice into engineering education : proceedings / Henry W. Patton Center for Engineering Education and Practice, October 3-5, 2004, University of Michigan-Dearborn, Dearborn, Michigan.","College of Engineering and Computer Science, University of Michigan-Dearborn, [2004]",ic,,,2004,2004,
1,28272305,002638919,mdp,"Narrativity in history, culture, and lives / Sherry B. Ortner.","University of Michigan, [1991]",ic,,,1991,1991,
1,40250637,003305342,mdp,"Commemorative oration, delivered on Thursday, June 30, 1887, at the semi-centennial celebration of the organization of the University. By James Burrill Angell.","University of Michigan, 1888.",pd,,,1888,1888,
1,31695605,003056627,mdp,"International Workshop on Supersymmetry and Unification of Fundamental Interactions : SUSY 94 : University of Michigan, Ann Arbor, Michigan, USA, May 14-17, 1994 / editors Christopher Kolda & James D. Wells.","University of Michigan, 1994]",ic,,,1994,1994,
1,180535,b167378740,uc1,Rural worker adjustment to urban life; an assessment of the research.,"institute of Labor and Industrial Relations, University of Michigan-Wayne State University, 1970.",ic,,,1970,1970,
1,985988,001350398,mdp,The crisis in retirement finance: the views of older Americans.,"Institute of Gerontology, University of Michigan-Wayne State University [1972?]",ic,,,1972,1972,
1,12420495,000578563,mdp,"The uncertain certainty : interviews, essays, and notes on poetry / by Charles Simic.","University of Michigan Press, c1985.",ic,,,1985,1985,
1,29634598,003094023,mdp,"Cosa, the lamps / by Cleo Rickman Fitch and Norma Wynick Goldman ; drawings by Cleo Rickman Fitch.","Published for the American Academy in Rome by the University of Michigan Press, 1994.",ic,,,1994,1994,
1,27403463,371015,inu,The underpricing of initial public offerings and the partial adjustment phenomena / Kathleen Weiss Hanley.,"Mitsui Life Financial Research Center, School of Business Administration, University of Michigan, [1992]",ic,,,1992,1992,
2,63628805,548083,coo,"Fourth International Conference : structural design of asphalt Pavements, August 22 through 26, 1977, Horace H. Rackham Building Lecture Hall, the University of Michigan, Ann Arbor, Michigan, U.S.A.","University of Michigan, c1977.",ic,,1-2,1977,1977,
1,4883065,000772812,umn,The George Reserve deer herd : population ecology of a K-selected species / Dale R. McCullough.,"University of Michigan Press, c1979.",ic,,,1979,1979,
1,4287557,GLAD50458549-B,uc1,"Works from the collection of Dorothy and Herbert Vogel / The University of Michigan Museum of Art, November 11, 1977 through January 1, 1978.","University of Michigan Museum of Art, [1978?]",ic,,,1978,1978,
1,53013473,003884302,mdp,Ozu's anti-cinema / Yoshida Kiju ; translated by Daisuke Miyao and Kyoko Hirano.,"Center for Japanese Studies, University of Michigan, 2003.",ic,,,2003,2003,
1,23314969,002052163,mdp,Cognitive factors in information processing.,"University of Michigan, College of Literature, Science and the Arts, Dept. of Psychology, 1967.",ic,,,1967,1967,
1,1171287,001874149,mdp,"The discovery of New Britain, London, 1651.","William L. Clements Library, University of Michigan, 1954.",pd,,,1954,1954,
1,57069417,004935271,mdp,Arthur Miller's America : theater & culture in a time of change / edited by Enoch Brater.,"University of Michigan Press, c2005.",ic and ic-world,,,2005,2005,
1,2971562,000214330,mdp,"Preclinical orthodontics 621-623 / Richard J. Meldrum, Richard A. Johnson, Edward A. Cheney; consultant, Laura J. Trombley.","School of Dentistry, University of Michigan, 1976.",ic,,,1976,1976,
1,67904282,002056403,mdp,"Anesthesia 638 / Lyle F. Aseltine, Joseph B. Silvian.","School of Dentistry, University of Michigan], c1974.",ic,,,1974,1974,
1,2378649,002079662,mdp,Hospital utilization review manual.,"University of Michigan Medical School, Dept. of Postgraduate Medicine, 1968.",ic,,,1968,1968,
1,44878468,004133459,mdp,"Food rules : hunting, sharing, and tabooing game in Papua New Guinea / Harriet Whitehead.","University of Michigan Press, c2000.",ic,,,2000,2000,
1,45820945,004206847,mdp,"Masculinity, motherhood, and mockery : psychoanalyzing culture and the Iatmul Naven rite in New Guinea / Eric Kline Silverman.","University of Michigan Press, c2001.",ic-world,,,2001,2001,
1,40463046,003310515,mdp,Roster.,"University of Michigan Club of Shanghai,",ic,,,1937,1937,
1,40463044,003310514,mdp,Directory.,"University of Michigan Alumni Association of Pittsburg,",pd,,,1905,1905,
1,5165064,003932797,mdp,"Wholesale distribution of breakfast cereals in southern Michigan,","University of Michigan, School of business administration, Bureau of business research, 1933.",und,,,1933,1933,
1,40463040,003310513,mdp,Directory.,"University of Michigan Club of Philippines,",ic,,,1941,1941,
1,4004681,000028724,mdp,"Parents on the team / editors, by Sara L. Brown and Martha S. Moersch.","University of Michigan Press, c1978.",ic and ic-world,,,1978,1978,
1,3572496,001733132,mdp,"Comparisons of the reading and spelling achievement and quality of handwriting of groups of English, Scottish, and American children. Project director and principal investigator: Irving H. Anderson. Research associates: Geraldine T. Scholl [and others]",University of Michigan [1964?],ic,,,1964,1964,
1,12000731,.b10052264,uc1,Karawitan : source readings in Javanese gamelan and vocal music : interim glossary.,"Center for South and Southeast Asian Studies, University of Michigan, 1984]",ic,,1,1984,1984,
1,37959342,000589091,mdp,"Women's work in the American West : Los Angeles, 1880-1900, and its contrast with Essex County, Massachusetts, in 1880.","Population Studies Center, University of Michigan, 1983.",ic,,,1983,1983,
1,9488986,002245895,mdp,The economic development of Manchuria : the rise of a frontier economy / by Kang Chao.,"Center for Chinese Studies, University of Michigan, 1982, c1983.",ic,,,1982,1982,
1,46451742,.b21243189,uc1,"Analogical thinking : post-Enlightenment understanding in language, collaboration, and interpretation / Ronald Schleifer","University of Michigan Press, 2000",ic and ic-world,,,2000,2000,
1,13823094,000596735,mdp,You must revise your life / William Stafford.,"University of Michigan Press, c1986.",ic,,,1986,1986,
1,12322736,009916922,mdp,"University of Michigan--Dearborn self-study report, January 1984 / compiled by University of Michigan--Dearborn Self-Study Steering Committee.","University of Michigan--Dearborn], 1984.",ic,,1,1984,1984,
1,24377825,002508975,mdp,Period piece / by Gwen Raverat.,"University of Michigan Press, 1991.",ic,,,1991,1991,
1,2338907,000705060,mdp,"Desegregation and beyond : the educational and legal issues : conference proceedings and forum series papers / editors, Charles D. Moody, Charles B. Vergon ; associate editor, Mary B. Davis.","Program for Educational Opportunity, School of Education, University of Michigan, [1974]",ic,,,1974,1974,
1,53247594,003867707,mdp,"A history of desegregation of the Ann Arbor Public Schools, 1954-1976 / by Mary Jo Frank.","Program for Educational Opportunity, School of Education, University of Michigan, 1976.",ic and ic-world,,,1976,1976,
1,8113009,000193416,mdp,An Inventory of selected mathematical models relating to the motor vehicle transportation system and associated literature ; second supplement / Barbara C. Richardson ... [et al.].,"Policy Analysis Division, Highway Safety Research Institute, University of Michigan : UMI Research Press, c1982.",ic,,,1982,1982,
1,39229792,005083764,mdp,"Almost a revolution / Sheng Tong, with Marianne Yen.","University of Michigan Press, 1998, c1990.",ic,,,1998,1998,
1,41176826,005087407,mdp,"Speechcraft : discourse pronunciation for advanced learners / Laura D. Hahn, Wayne B. Dickerson.","University of Michigan Press, c1999.",ic,,,1999,1999,
1,5391216,000757652,mdp,The potential impact of international trade and investment sanctions on the South African economy / by Richard C. Porter.,"Center for Research on Economic Development, University of Michigan, 1979.",ic,,,1979,1979,
1,387133,001449785,mdp,Religion and the State university.,University of Michigan Press [1958],ic,,,1958,1958,
1,2516973,002217093,umn,The surrealist revolution in France / [by] Herbert S. Gershman.,"University of Michigan Press, 1974.",ic,,,1974,1974,
1,4938993,002078600,mdp,A model of the demand for medical and health services in West Malaysia / by Peter S. Heller.,"Center for Research on Economic Development, University of Michigan, 1976.",ic,,,1976,1976,
1,582622,.b120482332,uc1,The cloud messenger. Translated from the Sanskrit Meghaduta by Franklin and Eleanor Edgerton. With drawings by Robert I Russin,University of Michigan Press [1964],ic,,,1964,1964,
1,56329854,.b23516793,uc1,Learning and teaching from experience : perspectives on nonnative English-speaking professionals / edited by Lía D. Kamhi-Stein,"University of Michigan Press, c2004",ic,,,2004,2004,
3,29774640,000526247,mdp,University of Michigan news-letter.,University of Michigan Alumni association.,pd,1899-1911,5 and 7,1899,1911,
1,237776,001119455,mdp,"Automobile ownership and residential density,","Syrvey Research Center, Institute for Social Research, University of Michigan, 1967.",ic-world,,,1967,1967,
1,1829048,000718688,mdp,"Management control systems for small and medium-sized firms / by Wilbert Steffy, Florin Berka, Michael Murphy.","Industrial Development Division, Institute of Science and Technology, University of Michigan, 1975.",pdus,,,1975,1975,
1,40948402,004119985,mdp,"Pierio Valeriano on the ill fortune of learned men : a Renaissance humanist and his world / [translated, with an introduction by] Julia Haig Gaisser.","University of Michigan Press, c1999.",ic,,,1999,1999,
1,52520372,003884227,mdp,The airplane in American culture / edited by Dominick A. Pisano.,"University of Michigan Press, 2003.",ic,,,2003,2003,
1,65646396,006837965,mdp,Academic listening strategies : a guide to understanding lectures / Julia Salehzadeh.,"University of Michigan Press, c2006.",ic,,,2006,2006,
1,2365655,000719825,mdp,Language & texts : the nature of linguistic evidence / essays by Robert P. Austerlitz ... [et al.] ; edited by Herbert H. Paper.,"Center for Coördination of Ancient and Modern Studies, University of Michigan, c1975.",ic,,,1975,1975,
1,3247568,000971308,mdp,"A comparative study of property tax administration in Illinois and Michigan,","Bureau of Government, Institute of Public Administration, University of Michigan, 1956.",pd,,,1956,1956,
1,38564465,003544471,mdp,Venice : practitioners and patrons : collaboration in the graphic arts / Annette Dixon and Monika Schmitter ; with contributions by Leslie Griffin Hennessey.,"University of Michigan, 1996.",ic,,,1996,1996,
1,256318,001109648,mdp,A preface to politics.,University of Michigan Press [1962],pd,,,1962,1962,
1,999975,001107806,mdp,The automobile under the Blue Eagle;,University of Michigan Press [1963],pd,,,1963,1963,
1,20413593,.b24920447,osu,"Opening all options : proceedings of the 1987 Ohio Middle School and Junior High School Career Guidance Conference / developed by Harry N. Drier, Edwin A. Whitfield.","ERIC Counseling and Personnel Services Clearinghouse, School of Education, University of Michigan by special agreement with the Ohio Dept. of Education, 1988.",ic,,,1988,1988,
1,36852774,003940495,mdp,"Behavior of reinforced concrete exterior wide beam-column-slab connections subjected to lateral earthquake loading / by James M. LaFave, James K. Wight.","Dept. of Civil & Environmental Engineering, University of Michigan, 1997.",ic,,,1997,1997,
